Annotation of K4/K36 DHMSs for 18795 RefSeq genes. Expression data retrieved from in Mikkelson et.al. (2007),,,,,,,,,
,,,,,,,,,
RefSeq ID,symbol,chrom,txStart,txEnd,strand,K4 DHMS,K36 DHMS,expression in ESC,expression in NPC
NM_134218,V1rh9,chr18,21693386,21795378,-,None,None,NA,NA
NM_145845,V1ri1,chr18,42328321,42388044,-,None,None,NA,NA
NM_134245,V1ri10,chr18,32074516,32101629,+,None,None,NA,NA
NM_134219,V1ri2,chr18,75064746,75086471,-,None,None,NA,NA
NM_134220,V1ri3,chr18,66106125,66127981,-,None,None,NA,NA
NM_134221,V1ri4,chr18,56833241,56878791,+,None,None,NA,NA
NM_134222,V1ri5,chr18,44153199,44157539,+,None,None,NA,NA
NM_134223,V1ri6,chr18,44196723,44208941,+,None,None,NA,NA
NM_134224,V1ri7,chr18,48170665,48173710,+,None,None,NA,NA
NM_145846,V1ri8,chr18,39018431,39097246,+,None,None,NA,NA
NM_134225,V1ri9,chr18,52642606,52655077,-,None,None,NA,NA
NM_134226,V1rj2,chr8,84610946,85018308,+,None,None,NA,NA
NM_145847,V1rj3,chr8,74618240,74619564,+,None,None,NA,NA
NM_134227,V1rk1,chr8,3155669,3279176,-,None,None,NA,NA
NM_134228,V1rl1,chr8,71722942,71756633,+,None,None,NA,NA
NM_009486,V2r10,chr19,6992733,7001559,-,None,None,NA,NA
NM_009487,V2r11,chr19,5704475,5707100,+,None,None,NA,NA
NM_009489,V2r14,chr8,48238591,48346276,+,None,None,NA,NA
NM_009490,V2r15,chr8,123622352,123642667,+,None,None,NA,NA
NM_009491,V2r16,chr7,92732717,92749424,-,None,None,NA,NA
NM_019917,V2r1b,chr7,140542226,140543160,+,None,None,NA,NA
NM_009493,V2r4,chr8,10986935,11008402,-,None,None,NA,NA
NM_146216,Vac14,chr9,62217497,62335050,-,None,None,269.9118825,345.3561699
NM_001080557,Vamp1,chr7,140461487,140462442,+,None,None,5.381905274,5.360711327
NM_009497,Vamp2,chr17,56399061,56401976,-,None,None,55.42470639,125.8032792
NM_009498,Vamp3,chr6,83145246,83165776,+,None,None,1822.142737,3896.306551
NM_016796,Vamp4,chr14,56760670,56780273,-,None,None,560.6509968,1775.143402
NM_001080742,Vamp5,chr11,119171646,119197166,+,ES,None,10.18845031,9.577145057
NM_016794,Vamp8,chr11,69758480,69764385,-,ES,None,NA,NA
NM_177545,Vangl1,chr11,102005788,102010169,+,ES,None,333.7818532,83.61701958
NM_033509,Vangl2,chr14,120170753,120418906,+,None,None,46.13659128,93.61429525
NM_013933,Vapa,chr2,105186786,105200158,-,None,None,8030.655568,6694.782728
NM_019806,Vapb,chr4,99593722,99940477,+,None,None,892.311111,1528.323187
NM_011690,Vars2,chr2,152318448,152326632,+,None,None,251.8319786,131.9748334
NM_175137,Vars2l,chr2,26775574,26786395,-,None,None,NA,NA
NM_177354,Vash1,chr17,37231721,37232686,-,None,None,NA,NA
NM_009499,Vasp,chr8,94687654,94690502,-,None,None,879.2645541,725.5293598
NM_012037,Vat1,chr1,166085729,166102041,+,ES,None,275.6135564,91.56127577
NM_011691,Vav1,chr10,58536983,58617204,-,ES,None,NA,NA
NM_009500,Vav2,chr4,132040435,132050822,+,None,None,8.704387244,8.249676148
NM_020505,Vav3,chr5,36782279,36791172,+,None,NP,8.599293393,1840.568243
NM_009501,Vax1,chr11,32105414,32108984,+,ES,None,5.896663177,5.855429743
NM_011912,Vax2,chr7,107605762,107606682,+,None,NP,36.82134045,127.4559598
NM_011692,Vbp1,chrX,7280292,7289397,-,None,None,NA,NA
NM_011693,Vcam1,chr1,173061763,173063045,+,NP,None,11.03999418,21.35222384
NM_009502,Vcl,chr19,27389715,27404275,+,None,None,1256.374428,697.6934344
NM_009503,Vcp,chr11,34214821,34322639,+,ES,None,6073.163735,6248.751728
NM_173443,Vcpip1,chr14,101966737,101986008,-,None,None,338.3794444,436.3970247
NM_011694,Vdac1,chr17,34779047,34784057,-,None,None,5650.697716,3156.035446
NM_011695,Vdac2,chr19,12762811,12786913,+,None,None,8973.512666,8246.599868
NM_011696,Vdac3,chr12,70120383,70146795,-,ES,None,NA,NA
NM_019490,Vdp,chr7,27569344,27589585,+,None,None,1141.640067,1378.290475
NM_009504,Vdr,chr10,80211629,80216624,-,ES,None,6.084394105,5.969169858
NM_001025250,Vegfa,chr2,181617828,181623330,-,None,None,382.0732622,400.1156425
NM_011697,Vegfb,chr3,94528739,94534112,+,None,None,NA,NA
NM_009506,Vegfc,chr9,57319368,57330561,+,None,None,442.4437102,148.9864375
NM_145820,Veph1,chr5,89733797,89750732,-,None,None,4.34313122,4.289045469
NM_016686,Vezf1,chr17,32035283,32052761,-,None,None,638.0365901,1227.858715
NM_172538,Vezt,chr15,98552403,98556232,-,None,None,26.54530555,79.68592993
NM_177393,Vgcnl1,chr10,82790051,82798634,+,ES,None,10.19933454,9.959132666
NM_001039385,Vgf,chr11,97739328,97802470,-,ES,None,7.322032225,6.384188708
NM_133251,Vgll1,chrX,41031198,41034778,-,None,None,4.677107093,4.655816162
NM_153786,Vgll2,chr15,99145255,99198500,-,None,None,6.091513135,6.052447601
NM_177683,Vgll4,chr1,33690030,33702296,-,NP,None,7.927132664,69.46753126
NM_009507,Vhlh,chr7,107613701,107614644,-,None,None,143.0508612,243.2634529
NM_009509,Vil1,chr14,64220810,64275611,+,None,None,7.064578322,5.728874016
NM_009510,Vil2,chr10,57204192,57220864,-,ES,ES,3202.456987,165.3767321
NM_011700,Vill,chr13,93526648,93540978,+,ES,ES,NA,NA
NM_011701,Vim,chr4,135322023,135325447,-,None,NP,1502.292509,24547.49855
NM_011702,Vip,chr15,76495561,76497128,-,None,None,5.78196799,5.762051035
NM_011703,Vipr1,chr13,38212404,38235129,+,ES,None,3.777812725,3.787259874
NM_009511,Vipr2,chr17,37267430,37268384,-,None,None,5.299333152,5.268552346
NM_028813,Vit,chr2,118960643,118962662,-,None,None,6.586536904,6.642341064
NM_178600,Vkorc1,chr8,95246923,95250582,+,None,None,954.4835668,2258.517619
NM_001001327,Vkorc1l1,chr7,39181497,39187364,-,None,None,819.3432319,710.4294152
NM_013703,Vldlr,chr3,95948058,95956024,-,None,NP,NA,NA
NM_011913,Vmd2,chr3,8785229,8906896,-,None,None,NA,NA
NM_001007583,Vmd2l3,chr15,6527085,6610527,+,None,None,NA,NA
NM_001013607,Vmo1,chr17,32053032,32082199,-,None,None,NA,NA
NM_009513,Vmp,chr18,35336884,35340892,-,None,None,NA,NA
NM_011704,Vnn1,chr15,38836428,38868262,+,None,None,5.895993912,5.764441588
NM_011979,Vnn3,chr15,100519847,100557410,-,None,None,3.564852801,3.533007238
NM_016982,Vpreb1,chr2,23975180,23982112,+,None,None,5.202185661,5.168216495
NM_016983,Vpreb2,chr2,24009167,24014841,+,None,None,NA,NA
NM_009514,Vpreb3,chr15,78869186,78870726,+,None,None,3.182141766,3.152730573
NM_027889,Vps11,chrX,158123023,158173504,-,None,None,198.6191926,298.7979403
NM_173028,Vps13a,chr3,153794532,153843524,-,None,None,22.765856,24.79561335
NM_177184,Vps13c,chrX,64180528,64182115,-,None,None,NA,NA
NM_030559,Vps16,chr4,151169677,151177870,+,None,None,NA,NA
NM_172269,Vps18,chr4,125734473,125758587,-,None,None,29.74732928,21.66055541
NM_025783,Vps24,chr7,107635965,107636908,-,None,None,189.4088649,196.3126944
NM_026776,Vps25,chr17,71773844,72509164,-,None,None,31.43086816,57.15611672
NM_133672,Vps26a,chr15,78858174,78865609,+,None,None,NA,NA
NM_178027,Vps26b,chrX,102437964,102458091,-,None,None,232.8043079,322.6819095
NM_025842,Vps28,chr2,48636165,48724172,+,None,None,1748.456739,1527.698789
NM_019780,Vps29,chr7,4356315,4374389,-,None,None,2154.613457,2612.846547
NM_029929,Vps33a,chr7,45589261,45592901,+,None,None,85.27500262,133.0607762
NM_178070,Vps33b,chr8,95563529,95569208,+,None,None,139.2691875,118.8685591
NM_022997,Vps35,chr9,79540925,79545537,-,None,None,4786.37057,4481.374791
NM_027338,Vps36,chr9,57398130,57404369,-,None,None,440.1646709,696.4993223
NM_033560,Vps37a,chr9,104427887,104892642,+,None,None,235.2531998,177.3767236
NM_177876,Vps37b,chr7,133425366,133440458,-,None,None,59.24321639,207.6745237
NM_181403,Vps37c,chr3,87336891,87349451,-,None,None,NA,NA
NM_177574,Vps37d,chr7,120450444,120461492,-,None,None,36.92701653,55.31216663
NM_178851,Vps39,chr4,3761619,3762747,-,None,None,104.0581186,73.04306934
NM_172120,Vps41,chr18,4165829,4182234,+,None,None,329.8898524,141.7086431
NM_013841,Vps45,chr5,147499044,147501293,+,None,None,148.4623756,165.9403079
NM_126165,Vps4a,chr12,3954966,3960634,+,ES,None,406.0098157,902.9502842
NM_009190,Vps4b,chr14,46394437,46453757,+,None,None,NA,NA
NM_172620,Vps52,chr2,51894845,51944390,+,None,None,38.12280749,48.12040774
NM_026664,Vps53,chr17,56682476,56684446,+,None,None,262.5768139,364.7612764
NM_139061,Vps54,chr1,64947361,64967024,-,NP,None,722.1962685,446.9376413
NM_009336,Vps72,chr5,75357297,75359590,+,None,None,380.8747769,427.738322
NM_001081366,Vps8,chr2,24158868,24173490,+,None,None,61.20848896,62.07820701
NM_001029843,Vrk1,chr17,37280077,37281041,+,None,None,42.97353295,66.26721892
NM_027260,Vrk2,chr17,23883454,23891355,-,None,None,NA,NA
NM_133945,Vrk3,chr12,52919126,52928121,-,ES,None,886.3182128,887.7255365
NM_030181,Vsig1,chrX,40610083,40612964,-,None,None,4.89676688,4.797242569
NM_020518,Vsig2,chr13,62526419,62568222,-,ES,None,NA,NA
NM_177789,Vsig4,chrX,22850075,22962960,+,None,None,4.60666094,4.563520482
NM_012038,Vsnl1,chr1,74342612,74368721,+,ES,None,4.92785102,4.875951291
NM_054068,Vsx1,chr11,77280107,77285696,+,ES,None,6.186352479,6.007907954
NM_178594,Vtcn1,chr5,124839788,124857458,+,None,None,6.475681381,6.272336721
NM_016862,Vti1a,chr3,88995570,88999827,-,None,None,111.4750094,166.3459964
NM_016800,Vti1b,chr17,37304737,37309690,+,None,None,NA,NA
NM_011707,Vtn,chr17,33381780,33388386,-,None,None,NA,NA
NM_147776,Vwa1,chr11,69982968,69987028,+,ES,None,5.933165095,5.886572981
NM_172840,Vwa2,chr11,94107229,94138001,-,ES,None,7.175064601,6.946413773
NM_177033,Vwc2,chr17,65867043,65976589,-,None,None,5.462101102,5.392242585
NM_011708,Vwf,chr7,107693895,107694828,+,None,None,19.2411123,6.087176282
NM_153085,Wac,chr3,92804087,92805753,-,None,None,1936.951195,1785.926072
NM_011709,Wap,chr17,33416631,33428874,+,None,None,NA,NA
NM_001004436,Wapal,chr19,37441546,37487003,+,None,None,1318.946438,439.3754633
NM_011710,Wars,chr17,37334051,37335042,+,None,None,NA,NA
NM_027462,Wars2,chr5,134522461,134599373,-,None,None,21.45466766,32.29519275
NM_009515,Was,chrX,6879207,6885160,+,None,None,4.215731521,4.171990143
NM_031877,Wasf1,chr15,7758225,7784789,+,None,None,760.0156671,1490.65981
NM_153423,Wasf2,chr6,134977312,134989464,+,None,None,2246.18362,3270.974711
NM_145155,Wasf3,chr7,40760707,40768334,+,None,None,6.29031903,5.713207231
NM_028459,Wasl,chr7,107724698,107725631,+,None,None,786.5920164,559.4537421
NM_001083923,Wbp1,chr7,107745819,107746752,+,None,None,NA,NA
NM_021714,Wbp11,chr7,107758575,107759508,+,None,None,2268.605551,1319.143298
NM_016852,Wbp2,chr17,27636928,27790223,+,None,None,491.2283003,495.1948488
NM_029066,Wbp2nl,chr10,7416211,7453339,+,ES,None,6.555835171,6.080977056
NM_018765,Wbp4,chr19,5107745,5118408,-,None,None,399.1978909,410.5890469
NM_011712,Wbp5,chrX,8429742,8470204,+,None,None,NA,NA
NM_029274,Wbp7,chr8,77769245,77789578,+,None,None,767.3950555,431.2692809
NM_033561,Wbscr1,chr7,126621621,126622644,-,None,None,NA,NA
NM_033572,Wbscr16,chr7,43359963,43373858,-,None,None,296.1713127,161.2740979
NM_145218,Wbscr17,chr7,33945473,33994369,-,None,None,NA,NA
NM_025362,Wbscr18,chr7,134104604,134215171,-,None,None,317.164111,508.4328828
NM_025375,Wbscr22,chr7,130929494,130937431,-,None,None,NA,NA
NM_024479,Wbscr27,chr7,43475266,43486321,+,None,ES,115.6444608,45.17866877
NM_029681,Wbscr28,chr7,50467208,50468547,+,None,None,3.990401552,3.968544641
NM_027057,Wdfy1,chr14,62099262,62131903,-,None,None,329.2837374,91.7600346
NM_175546,Wdfy2,chr19,23208322,23234008,+,None,None,NA,NA
NM_172882,Wdfy3,chr7,42218614,42221233,-,None,None,83.29542961,175.8954942
NM_172598,Wdhd1,chr19,45287038,45288547,-,None,None,545.942865,199.5073621
NM_011715,Wdr1,chr7,49232741,49322663,+,None,None,524.336919,697.5274187
NM_021312,Wdr12,chr14,11135368,11139095,-,None,None,2353.184078,1083.581642
NM_026137,Wdr13,chrX,129495394,129508278,-,None,None,109.2030113,466.2553075
NM_027963,Wdr16,chr17,47884797,47898295,-,None,None,4.771875344,4.609071184
NM_028220,Wdr17,chr9,54562944,54571246,+,None,None,5.315692049,5.325188024
NM_175450,Wdr18,chr15,78704444,78721839,+,None,None,1088.209282,254.5900043
NM_153391,Wdr19,chr7,130965549,131042092,+,None,None,5.818586081,6.378600308
NM_027614,Wdr20,chr17,37356918,37361055,+,None,None,NA,NA
NM_030246,Wdr21,chr1,108598704,108624223,-,ES,ES,1079.258105,80.4140677
NM_177267,Wdr22,chr17,37379680,37380673,+,None,None,17.15574042,41.37601868
NM_133734,Wdr23,chr19,41602949,41613092,+,None,None,227.2411331,201.5691659
NM_173741,Wdr24,chr10,41575863,41596838,+,ES,None,158.3049251,76.65227261
NM_145514,Wdr26,chr14,123113086,123860355,-,None,None,2421.462946,4522.271205
NM_175173,Wdr27,chr2,163555321,163610124,-,None,None,4.299906556,4.294913658
NM_175552,Wdr3,chr5,134642287,134741338,-,None,None,2361.972102,1278.511896
NM_023597,Wdr31,chr11,69946551,69953737,+,ES,ES,141.2480296,6.55074347
NM_153167,Wdr32,chr6,39391984,39487441,-,None,None,98.75294436,176.7281184
NM_028866,Wdr33,chr3,92835553,92837741,-,None,None,376.3495096,256.6762169
NM_001008498,Wdr34,chr11,63780079,63895609,-,ES,None,210.6204335,29.74696936
NM_172470,Wdr35,chr17,37403498,37404427,+,None,None,254.8079862,49.14906171
NM_144863,Wdr36,chr3,135343800,135360820,-,None,None,592.1701671,167.0599289
NM_001039388,Wdr37,chr18,65556365,65604161,+,None,None,465.9768251,432.7866362
NM_021322,Wdr4,chr2,145477587,145579054,+,None,None,159.1894457,78.65848542
NM_026893,Wdr40a,chr6,137718772,137802068,+,None,None,409.670293,430.0276456
NM_178739,Wdr40b,chr13,68362439,68363020,+,ES,None,617.7033453,10.20334852
NM_175539,Wdr40c,chr13,60791511,60795972,-,ES,None,NA,NA
NM_172590,Wdr41,chr18,32306098,32371518,+,None,None,82.78992092,121.5481588
NM_153555,Wdr42a,chr14,69371284,69377348,-,None,None,587.3352525,430.7918276
NM_175180,Wdr44,chrX,49978374,49992323,-,None,NP,70.63305848,152.4132993
NM_172372,Wdr45,chrX,69339015,69347795,-,None,None,NA,NA
NM_025793,Wdr45l,chr17,34737053,34739808,-,None,None,1176.603476,1088.82301
NM_020603,Wdr46,chr2,50952447,50971120,-,None,None,NA,NA
NM_181400,Wdr47,chr5,134468664,134502770,+,None,None,87.20141172,122.3190593
NM_026236,Wdr48,chrX,74241009,74246286,+,None,None,465.6161199,337.5160749
NM_080848,Wdr5,chr4,86325329,86328598,-,None,NP,2039.509603,602.0477727
NM_001013375,Wdr50,chr17,67747657,67909003,-,None,None,NA,NA
NM_027354,Wdr51a,chrX,35017406,35207315,+,None,None,NA,NA
NM_027740,Wdr51b,chr15,3267759,3533230,-,None,None,NA,NA
NM_026898,Wdr53,chr2,11560702,11611044,+,None,None,110.2262045,35.85467586
NM_023790,Wdr54,chr7,107781543,107782476,+,None,None,6.318555856,6.216122749
NM_026464,Wdr55,chr3,10226740,10283715,-,None,None,486.8952547,411.8779024
NM_176923,Wdr59,chr9,15010743,15030260,-,None,None,27.43888237,19.12401266
NM_027113,Wdr5b,chr10,93070999,93175685,+,ES,None,6.125500785,6.12112213
NM_031392,Wdr6,chrX,49035826,49044095,+,None,None,628.8989831,1405.028148
NM_023191,Wdr61,chrX,34441933,34497024,-,None,None,3104.251664,2000.459463
NM_172864,Wdr63,chr5,147259059,147265952,+,None,None,7.334407955,7.174823403
NM_001081396,Wdr67,chr2,163418024,163441618,-,None,None,213.280371,296.1554271
NM_027946,Wdr68,chr17,25926782,25928950,-,None,None,997.0519858,1958.747881
NM_001081402,Wdr70,chr2,120833581,120848114,+,None,None,328.2555048,307.5359922
NM_001033500,Wdr72,chrX,108428351,108489373,+,None,None,NA,NA
NM_134139,Wdr74,chr3,82443998,82481195,+,None,None,1901.845828,1181.837065
NM_028599,Wdr75,chr14,57026795,57064284,+,None,None,64.46513365,103.2405564
NM_030234,Wdr76,chr4,133119369,133159860,-,None,None,504.5777592,193.5804488
NM_027432,Wdr77,chr5,31432586,31456725,-,None,None,670.6509722,311.1958352
NM_146254,Wdr78,chr6,50136988,50191355,-,None,None,7.122380461,7.14864467
NM_144824,Wdr79,chr17,4951555,5304138,+,None,ES,96.36684223,16.32266432
NM_021499,Wdr8,chr6,36776173,37229582,-,None,None,NA,NA
NM_029896,Wdr82,chrX,91225228,91229401,-,None,None,NA,NA
NM_026044,Wdr85,chr4,116651767,116654064,-,None,None,99.79292241,64.90333355
NM_198606,Wdsof1,chr2,130742550,130755255,-,None,None,3714.387433,2677.553136
NM_028118,Wdsub1,chr4,86046916,86048512,+,None,None,91.80857218,42.6141394
NM_001005423,Wdt2,chr1,182826232,182854170,-,ES,ES,NA,NA
NM_199306,Wdtc1,chr6,83445876,83472552,-,None,None,156.3094688,74.18935913
NM_009516,Wee1,chr8,73523469,73526277,+,None,None,1195.160053,429.3725191
NM_023395,Wfdc1,chr9,40723866,40755655,-,None,None,NA,NA
NM_001039501,Wfdc10,chr11,90454273,90462067,+,ES,None,NA,NA
NM_138684,Wfdc12,chr4,123419735,123439299,+,None,None,4.012642574,4.015251159
NM_001012704,Wfdc13,chr4,33311610,33350793,+,None,None,NA,NA
NM_001045554,Wfdc15,chr4,140955640,140957837,-,None,None,NA,NA
NM_183271,Wfdc15a,chr4,124488733,124511403,+,None,None,4.397258126,4.364407123
NM_001012723,Wfdc16,chr4,134392720,134450066,+,None,None,NA,NA
NM_026323,Wfdc2,chr11,76593402,76663203,-,ES,ES,2036.248312,5.646396417
NM_027961,Wfdc3,chr4,43403081,43448186,+,None,None,4.840030991,4.818378077
NM_145369,Wfdc5,chr4,128653128,128691786,-,None,None,6.262038334,6.06665579
NM_001012725,Wfdc6,chr4,119903043,120027590,+,None,None,NA,NA
NM_001033240,Wfdc6a,chr4,107541770,107616431,-,None,None,NA,NA
NM_001080550,Wfdc8,chr4,130064612,130098394,+,None,None,NA,NA
NM_181819,Wfikkn2,chr1,82892820,82917472,-,ES,None,NA,NA
NM_011716,Wfs1,chr7,6718778,6725538,-,None,None,122.871698,84.28771139
NM_001004185,Whdc1,chr8,88608644,88730877,-,None,None,104.3940868,56.79645942
NM_001008791,Whrn,chr11,115424010,115428593,-,ES,None,6.258715992,6.550931241
NM_001081102,Whsc1,chr7,64637685,64652602,-,None,None,117.0355119,244.3690057
NM_001081269,Whsc1l1,chr9,114223835,114239368,-,None,None,242.5457127,677.1629344
NM_011914,Whsc2,chr7,79533708,79571656,+,None,None,1477.026198,771.2258491
NM_030100,Wibg,chr1,94848683,94932228,-,ES,None,3.897853788,3.915761073
NM_011915,Wif1,chr15,93067921,93103264,-,None,None,NA,NA
NM_009517,Wig1,chr5,110344280,110348169,-,None,None,NA,NA
NM_153138,Wipf1,chr4,6292826,6323269,+,None,None,35.60280766,142.2909329
NM_145940,Wipi1,chr17,79756717,79804449,-,None,None,65.57338378,39.79142965
NM_178398,Wipi2,chr7,140098620,140148961,+,None,None,447.796631,309.1305159
NM_018865,Wisp1,chr2,26795424,26831634,+,None,None,17.65459483,9.456314795
NM_016873,Wisp2,chr4,154836713,154857408,+,None,None,4.047203096,4.013012603
NM_212438,Wiz,chr2,130989929,131044266,-,None,ES,4.471456234,4.447151583
NM_198703,Wnk1,chr7,107822573,107823518,-,None,None,4373.586722,4736.444489
NM_029361,Wnk2,chr18,4331324,4352951,-,None,None,25.10049101,75.87287016
NM_175638,Wnk4,chr1,75008749,75017098,-,ES,None,6.559105002,6.470106579
NM_021279,Wnt1,chr2,26901389,26930622,+,None,None,4.898461317,4.865592994
NM_009518,Wnt10a,chr1,187063882,187129142,+,ES,None,3.634394521,3.609864204
NM_011718,Wnt10b,chr10,111675232,111870414,+,ES,None,NA,NA
NM_009519,Wnt11,chr8,131571870,131619285,+,None,None,6.26016643,5.915307032
NM_053116,Wnt16,chr11,95201011,95207742,+,ES,None,4.839108693,4.875329801
NM_023653,Wnt2,chr11,3807024,3814667,-,ES,None,4.751440073,4.688912694
NM_009520,Wnt2b,chr11,119084133,119101540,+,ES,None,3.803357438,3.784234627
NM_009521,Wnt3,chr1,133571567,133597951,+,ES,None,NA,NA
NM_009522,Wnt3a,chr1,193607395,193613862,+,ES,None,4.763775002,4.740269503
NM_009523,Wnt4,chr11,70379075,70430677,+,ES,None,13.59693848,12.41720029
NM_009524,Wnt5a,chr19,46085913,46092932,-,None,None,19.54216143,107.4287265
NM_009525,Wnt5b,chr7,107846160,107847143,+,None,None,NA,NA
NM_009526,Wnt6,chr1,67973173,69041267,-,ES,None,5.682386707,5.596651292
NM_009527,Wnt7a,chr7,107856945,107857973,-,None,None,4.840527103,12.30725436
NM_009528,Wnt7b,chr2,167872169,167898267,-,None,None,11.20936815,26.29593513
NM_009290,Wnt8a,chr10,31021795,31135337,-,ES,None,6.562692287,6.409215618
NM_011720,Wnt8b,chr3,19380394,19412956,+,None,None,6.01065079,5.86471851
NM_139298,Wnt9a,chr1,187155635,187169547,+,ES,None,4.598835659,4.558330702
NM_011719,Wnt9b,chr1,127388561,127423230,+,ES,None,4.816290102,4.768705799
NM_207301,Wrb,chr2,105705476,105766397,+,None,None,374.015676,461.2473281
NM_011721,Wrn,chr9,50504987,50508863,+,None,None,72.29921223,30.0825794
NM_030215,Wrnip1,chr18,74053857,74190318,-,None,None,455.6316964,647.8441745
NM_019653,Wsb1,chr17,55927821,55933995,-,None,None,NA,NA
NM_021539,Wsb2,chr7,28497736,28507721,+,None,None,1007.141179,1361.899662
NM_144783,Wt1,chr11,31772210,31831577,+,ES,None,NA,NA
NM_175394,Wtap,chr2,121852140,121870467,+,None,None,1870.660473,1739.511594
NM_207212,Wtip,chr8,74607317,74619563,+,None,None,876.2868925,588.1373044
NM_170779,Wwc1,chr17,56638613,56667250,-,None,None,135.3052878,858.3109857
NM_133791,Wwc2,chr12,87995970,88037005,-,ES,None,287.6344853,110.4294661
NM_019573,Wwox,chr9,57424783,57443317,-,None,None,24.54372034,87.44867016
NM_177327,Wwp1,chr6,6827804,6832068,-,None,None,738.2779002,229.0265578
NM_025830,Wwp2,chr9,65707015,65843020,+,None,ES,353.5041899,86.13854035
NM_133784,Wwtr1,chr5,69836076,69852765,+,None,None,884.1012451,1520.8443
NM_025275,X83328,chr17,23891487,23897029,-,None,None,514.7615234,430.7556292
NM_013753,X99384,chr15,103390795,103393112,-,None,None,1110.323048,809.8766413
NM_133756,Xab1,chr7,4126043,4135529,-,None,None,1934.945002,910.8771139
NM_026156,Xab2,chr9,56663240,56698007,+,None,ES,886.5146484,241.4649883
NM_013842,Xbp1,chr17,26403995,26427234,+,None,None,NA,NA
NM_008510,Xcl1,chr14,8343885,9955283,-,None,None,7.133979536,6.923649031
NM_011798,Xcr1,chrX,91914396,92130688,+,None,None,3.781873386,3.755685856
NM_011723,Xdh,chr2,163097269,163110947,-,None,None,5.269918207,5.140447311
NM_023500,Xk,chr13,101118250,101204327,-,ES,None,4.526427369,4.455229655
NM_001011874,Xkr4,chr1,44092392,44125806,+,ES,None,NA,NA
NM_176951,Xkr5,chr12,70087418,70097615,+,ES,ES,55.81888514,5.283304112
NM_173393,Xkr6,chr19,7663705,7674221,-,None,None,4.58957036,4.618163782
NM_001011732,Xkr7,chr11,103948971,103991608,+,ES,None,NA,NA
NM_201368,Xkr8,chr11,70835805,70843329,+,ES,None,60.50233516,11.86536475
NM_001011873,Xkr9,chr14,6608365,6743466,+,None,None,NA,NA
NM_183319,Xkrx,chrX,69507259,69518110,-,None,None,3.353747756,3.338666944
NM_053247,Xlkd1,chr8,124616652,124676911,+,None,None,6.998437767,6.880119839
NM_011725,Xlr,chrX,69327064,69335227,-,None,None,NA,NA
NM_011726,Xlr3a,chrX,69467084,69475173,+,None,None,NA,NA
NM_011727,Xlr3c,chrX,69486795,69495850,-,None,None,NA,NA
NM_001081642,Xlr4a,chrX,69537916,69543235,-,None,None,NA,NA
NM_021365,Xlr4b,chrX,69360355,69370422,-,None,None,NA,NA
NM_183094,Xlr4c,chrX,25224021,25639474,-,None,None,NA,NA
NM_031493,Xlr5c,chrX,44353351,44381608,+,None,None,NA,NA
NM_001045539,Xlr5d,chrX,95140499,95151737,+,None,None,NA,NA
NM_001040669,Xmr,chrX,152910223,152913090,-,None,None,NA,NA
NM_011728,Xpa,chr6,6813333,6817330,+,None,None,237.9836619,293.7903768
NM_009531,Xpc,chr7,107871972,107872910,+,None,None,182.9156272,72.97388925
NM_133216,Xpnpep1,chr3,96247441,96257118,+,None,None,1784.910016,977.0141017
NM_133213,Xpnpep2,chrX,34434419,34441671,+,None,None,4.313374471,4.260381657
NM_001035226,Xpo1,chr17,86852436,86856213,-,None,None,6961.717437,3564.705527
NM_020506,Xpo4,chr19,38329925,38374082,+,None,None,591.2894448,237.8243556
NM_028198,Xpo5,chr2,122176381,122219481,+,None,None,616.9079903,625.6592684
NM_028816,Xpo6,chr8,87867037,87868853,-,None,None,NA,NA
NM_023045,Xpo7,chr19,34558314,34593419,-,None,None,11.96790959,8.903756954
NM_001081056,Xpot,chr15,73614190,73666926,-,None,None,1867.465486,1707.262068
NM_011273,Xpr1,chr14,71273032,71445085,-,None,None,139.2634271,352.8909446
NM_009532,Xrcc1,chr8,73627937,73629604,+,None,None,NA,NA
NM_020570,Xrcc2,chr7,12159145,12178900,-,None,None,168.1535257,83.33718481
NM_028875,Xrcc3,chr17,37413199,37414147,+,None,None,109.0888868,29.64546915
NM_028012,Xrcc4,chr18,23946993,24036861,+,None,None,105.5057696,173.6798566
NM_009533,Xrcc5,chr14,19483519,19488749,+,None,ES,1473.558466,151.8311945
NM_010247,Xrcc6,chr2,131236798,131253726,-,None,None,1144.262735,647.4536209
NM_026858,Xrcc6bp1,chr15,12266220,12295990,+,None,None,NA,NA
NM_011916,Xrn1,chrX,161843919,161854583,-,None,None,NA,NA
NM_011917,Xrn2,chr4,140233346,140251266,+,None,None,1404.454879,1057.855635
NM_139142,Xtrp3s1,chr13,62463093,62476435,-,ES,None,5.431255382,5.385738672
NM_001033209,Xylb,chr13,4058836,4089663,+,ES,None,NA,NA
NM_175645,Xylt1,chr1,164508459,164577231,-,NP,NP,NA,NA
NM_145828,Xylt2,chr1,46752089,46798055,-,ES,None,NA,NA
NM_024189,Yaf2,chr2,127054726,127058660,+,None,None,NA,NA
NM_009534,Yap1,chrX,103352335,103375437,+,None,None,1373.509463,1163.391593
NM_134151,Yars,chr6,88187908,88188897,+,None,ES,519.3477918,654.4113924
NM_198246,Yars2,chr2,119064484,119169070,-,None,None,NA,NA
NM_011732,Ybx1,chr6,82996595,82999121,-,None,None,10015.33304,12010.089
