"DHMS regions identified for K27, K4, and K36",,,,,
,,,,,
"K27, ESC enriched","K27, NPC enriched","K4, ESC enriched","K4, NPC enriched","K36, ESC enriched","K36, NPC enriched"
,,chr12:111424000-111429000,,,
,,chr12:111439000-111443000,,,
,,chr12:111476000-111477000,,,
,,chr12:111483000-111484000,,,
,,chr12:111610000-111611000,,,
,,chr12:111718000-111724000,,,
,,chr12:111732000-111734000,,,
,,chr12:111854000-111856000,,,
,,chr12:111865000-111866000,,,
,,chr12:111871000-111874000,,,
,,chr12:111877000-111880000,,,
,,chr12:111890000-111894000,,,
,,chr12:111933000-111935000,,,
,,chr12:111951000-111953000,,,
,,chr12:111986000-111987000,,,
,,chr12:112166000-112167000,,,
,,chr12:112206000-112207000,,,
,,chr12:112243000-112244000,,,
,,chr12:112266000-112267000,,,
,,chr12:112356000-112357000,,,
,,chr12:112384000-112386000,,,
,,chr12:112391000-112392000,,,
,,chr12:112472000-112473000,,,
,,chr12:112554000-112555000,,,
,,chr12:112578000-112580000,,,
,,chr12:112591000-112600000,,,
,,chr12:112609000-112610000,,,
,,chr12:112612000-112614000,,,
,,chr12:112621000-112623000,,,
,,chr12:112950000-112952000,,,
,,chr12:112958000-112960000,,,
,,chr12:113035000-113038000,,,
,,chr12:113045000-113046000,,,
,,chr12:113047000-113048000,,,
,,chr12:113067000-113069000,,,
,,chr12:113076000-113078000,,,
,,chr12:113126000-113129000,,,
,,chr12:113140000-113142000,,,
,,chr12:113147000-113149000,,,
,,chr12:113168000-113172000,,,
,,chr12:113184000-113185000,,,
,,chr12:113241000-113245000,,,
,,chr12:113248000-113252000,,,
,,chr12:113269000-113270000,,,
,,chr12:113299000-113301000,,,
,,chr12:113316000-113319000,,,
,,chr12:113321000-113327000,,,
,,chr12:113374000-113378000,,,
,,chr12:113394000-113396000,,,
,,chr12:113424000-113426000,,,
,,chr12:113462000-113463000,,,
,,chr12:113521000-113523000,,,
,,chr12:113535000-113539000,,,
,,chr12:113543000-113551000,,,
,,chr12:113557000-113559000,,,
,,chr12:113562000-113563000,,,
,,chr12:113594000-113596000,,,
,,chr12:113599000-113606000,,,
,,chr12:113635000-113637000,,,
,,chr12:113670000-113671000,,,
,,chr12:116927000-116929000,,,
,,chr12:117601000-117603000,,,
,,chr12:117975000-117977000,,,
,,chr12:118130000-118132000,,,
,,chr12:118230000-118231000,,,
,,chr12:118642000-118643000,,,
,,chr12:119280000-119282000,,,
,,chr12:119287000-119288000,,,
,,chr12:119290000-119295000,,,
,,chr12:120389000-120391000,,,
,,chr13:3357000-3358000,,,
,,chr13:3477000-3479000,,,
,,chr13:3531000-3532000,,,
,,chr13:6631000-6632000,,,
,,chr13:6635000-6638000,,,
,,chr13:6646000-6649000,,,
,,chr13:8202000-8203000,,,
,,chr13:9179000-9180000,,,
,,chr13:9386000-9388000,,,
,,chr13:12159000-12162000,,,
,,chr13:12230000-12231000,,,
,,chr13:12394000-12395000,,,
,,chr13:12574000-12575000,,,
,,chr13:12659000-12660000,,,
,,chr13:13576000-13578000,,,
,,chr13:14314000-14316000,,,
,,chr13:14422000-14424000,,,
,,chr13:15802000-15804000,,,
,,chr13:15891000-15892000,,,
,,chr13:19446000-19447000,,,
,,chr13:19630000-19632000,,,
,,chr13:20024000-20025000,,,
,,chr13:20192000-20193000,,,
,,chr13:21248000-21251000,,,
,,chr13:21256000-21258000,,,
,,chr13:21269000-21272000,,,
,,chr13:21320000-21321000,,,
,,chr13:21329000-21331000,,,
,,chr13:21448000-21449000,,,
,,chr13:21475000-21476000,,,
,,chr13:21904000-21906000,,,
,,chr13:21914000-21916000,,,
,,chr13:21921000-21923000,,,
,,chr13:21925000-21928000,,,
,,chr13:21932000-21934000,,,
,,chr13:21936000-21938000,,,
,,chr13:21941000-21945000,,,
,,chr13:21988000-21990000,,,
,,chr13:22003000-22006000,,,
,,chr13:22014000-22016000,,,
,,chr13:22022000-22023000,,,
,,chr13:22027000-22028000,,,
,,chr13:23277000-23279000,,,
,,chr13:23293000-23295000,,,
,,chr13:23320000-23321000,,,
,,chr13:23325000-23326000,,,
,,chr13:23403000-23405000,,,
,,chr13:23407000-23411000,,,
,,chr13:23418000-23421000,,,
,,chr13:23473000-23474000,,,
,,chr13:23505000-23507000,,,
,,chr13:23509000-23510000,,,
,,chr13:23511000-23516000,,,
,,chr13:23941000-23943000,,,
,,chr13:24612000-24614000,,,
,,chr13:24645000-24647000,,,
,,chr13:24852000-24853000,,,
,,chr13:25063000-25064000,,,
,,chr13:28891000-28895000,,,
,,chr13:29218000-29219000,,,
,,chr13:30344000-30345000,,,
,,chr13:30756000-30758000,,,
,,chr13:30954000-30956000,,,
,,chr13:30999000-31000000,,,
,,chr13:31565000-31568000,,,
,,chr13:31632000-31634000,,,
,,chr13:31636000-31638000,,,
,,chr13:31688000-31689000,,,
,,chr13:31818000-31820000,,,
,,chr13:33912000-33914000,,,
,,chr13:33928000-33930000,,,
,,chr13:33942000-33944000,,,
,,chr13:34659000-34661000,,,
,,chr13:34754000-34755000,,,
,,chr13:34971000-34973000,,,
,,chr13:35745000-35749000,,,
,,chr13:35860000-35863000,,,
,,chr13:36586000-36587000,,,
,,chr13:36734000-36736000,,,
,,chr13:37319000-37320000,,,
,,chr13:37444000-37446000,,,
,,chr13:37447000-37448000,,,
,,chr13:37459000-37461000,,,
,,chr13:37485000-37486000,,,
,,chr13:37514000-37518000,,,
,,chr13:37785000-37787000,,,
,,chr13:37845000-37847000,,,
,,chr13:37854000-37857000,,,
,,chr13:37861000-37863000,,,
,,chr13:37864000-37867000,,,
,,chr13:37937000-37940000,,,
,,chr13:37973000-37976000,,,
,,chr13:38086000-38089000,,,
,,chr13:38158000-38161000,,,
,,chr13:38352000-38355000,,,
,,chr13:39834000-39836000,,,
,,chr13:40715000-40716000,,,
,,chr13:40720000-40721000,,,
,,chr13:40739000-40740000,,,
,,chr13:40748000-40751000,,,
,,chr13:40862000-40875000,,,
,,chr13:40880000-40882000,,,
,,chr13:40891000-40893000,,,
,,chr13:40897000-40902000,,,
,,chr13:40903000-40906000,,,
,,chr13:40909000-40911000,,,
,,chr13:40915000-40919000,,,
,,chr13:40926000-40933000,,,
,,chr13:40948000-40949000,,,
,,chr13:40950000-40951000,,,
,,chr13:40955000-40956000,,,
,,chr13:41089000-41091000,,,
,,chr13:41102000-41103000,,,
,,chr13:41125000-41126000,,,
,,chr13:41156000-41158000,,,
,,chr13:41230000-41231000,,,
,,chr13:42194000-42196000,,,
,,chr13:42312000-42314000,,,
,,chr13:42720000-42721000,,,
,,chr13:43183000-43184000,,,
,,chr13:43191000-43197000,,,
,,chr13:43211000-43213000,,,
,,chr13:43219000-43221000,,,
,,chr13:43226000-43229000,,,
,,chr13:43261000-43263000,,,
,,chr13:43272000-43273000,,,
,,chr13:43282000-43283000,,,
,,chr13:43306000-43308000,,,
,,chr13:43310000-43313000,,,
,,chr13:43376000-43378000,,,
,,chr13:43795000-43797000,,,
,,chr13:43919000-43921000,,,
,,chr13:44381000-44382000,,,
,,chr13:44420000-44422000,,,
,,chr13:44430000-44432000,,,
,,chr13:44566000-44570000,,,
,,chr13:44593000-44596000,,,
,,chr13:44635000-44638000,,,
,,chr13:44646000-44647000,,,
,,chr13:44714000-44722000,,,
,,chr13:44727000-44729000,,,
,,chr13:44740000-44741000,,,
,,chr13:44745000-44747000,,,
,,chr13:44913000-44914000,,,
,,chr13:45503000-45506000,,,
,,chr13:45528000-45529000,,,
,,chr13:46020000-46023000,,,
,,chr13:46747000-46748000,,,
,,chr13:46763000-46764000,,,
,,chr13:46769000-46770000,,,
,,chr13:46955000-46957000,,,
,,chr13:46977000-46978000,,,
,,chr13:47025000-47026000,,,
,,chr13:47055000-47056000,,,
,,chr13:47060000-47061000,,,
,,chr13:47067000-47068000,,,
,,chr13:47133000-47135000,,,
,,chr13:47204000-47206000,,,
,,chr13:47866000-47868000,,,
,,chr13:48171000-48172000,,,
,,chr13:48240000-48241000,,,
,,chr13:48670000-48673000,,,
,,chr13:48675000-48679000,,,
,,chr13:48680000-48682000,,,
,,chr13:48743000-48746000,,,
,,chr13:48813000-48816000,,,
,,chr13:49063000-49064000,,,
,,chr13:49259000-49261000,,,
,,chr13:50477000-50478000,,,
,,chr13:50977000-50980000,,,
,,chr13:51029000-51031000,,,
,,chr13:51065000-51066000,,,
,,chr13:51134000-51140000,,,
,,chr13:51182000-51185000,,,
,,chr13:51412000-51414000,,,
,,chr13:51420000-51422000,,,
,,chr13:51607000-51608000,,,
,,chr13:51751000-51754000,,,
,,chr13:51767000-51769000,,,
,,chr13:51805000-51807000,,,
,,chr13:51986000-51989000,,,
,,chr13:52542000-52544000,,,
,,chr13:52595000-52598000,,,
,,chr13:52889000-52893000,,,
,,chr13:53122000-53124000,,,
,,chr13:53131000-53132000,,,
,,chr13:53133000-53135000,,,
,,chr13:53191000-53202000,,,
,,chr13:53204000-53215000,,,
,,chr13:53218000-53221000,,,
,,chr13:53222000-53223000,,,
,,chr13:53241000-53245000,,,
,,chr13:53292000-53295000,,,
,,chr13:53472000-53474000,,,
,,chr13:53476000-53481000,,,
,,chr13:54162000-54164000,,,
,,chr13:54201000-54203000,,,
,,chr13:54225000-54227000,,,
,,chr13:54332000-54333000,,,
,,chr13:54381000-54382000,,,
,,chr13:54513000-54514000,,,
,,chr13:54612000-54615000,,,
,,chr13:54691000-54692000,,,
,,chr13:54746000-54749000,,,
,,chr13:54775000-54777000,,,
,,chr13:54834000-54835000,,,
,,chr13:54882000-54886000,,,
,,chr13:54958000-54959000,,,
,,chr13:54965000-54966000,,,
,,chr13:55005000-55008000,,,
,,chr13:55021000-55024000,,,
,,chr13:55162000-55164000,,,
,,chr13:55169000-55172000,,,
,,chr13:55175000-55178000,,,
,,chr13:55200000-55202000,,,
,,chr13:55216000-55222000,,,
,,chr13:55257000-55259000,,,
,,chr13:55345000-55349000,,,
,,chr13:55387000-55390000,,,
,,chr13:55424000-55425000,,,
,,chr13:55430000-55432000,,,
,,chr13:55457000-55460000,,,
,,chr13:55481000-55483000,,,
,,chr13:55518000-55519000,,,
,,chr13:55532000-55534000,,,
,,chr13:55834000-55842000,,,
,,chr13:55972000-55974000,,,
,,chr13:56075000-56077000,,,
,,chr13:56118000-56126000,,,
,,chr13:56150000-56153000,,,
,,chr13:56156000-56158000,,,
,,chr13:56231000-56233000,,,
,,chr13:56261000-56262000,,,
,,chr13:56268000-56271000,,,
,,chr13:56305000-56307000,,,
,,chr13:56443000-56444000,,,
,,chr13:56448000-56449000,,,
,,chr13:56532000-56533000,,,
,,chr13:56617000-56620000,,,
,,chr13:56762000-56764000,,,
,,chr13:56775000-56776000,,,
,,chr13:56895000-56898000,,,
,,chr13:57916000-57919000,,,
,,chr13:58075000-58077000,,,
,,chr13:58137000-58139000,,,
,,chr13:58308000-58309000,,,
,,chr13:58368000-58370000,,,
,,chr13:58394000-58396000,,,
,,chr13:58411000-58412000,,,
,,chr13:58462000-58463000,,,
,,chr13:58479000-58483000,,,
,,chr13:58611000-58612000,,,
,,chr13:58639000-58641000,,,
,,chr13:58965000-58966000,,,
,,chr13:59069000-59070000,,,
,,chr13:59487000-59488000,,,
,,chr13:59656000-59658000,,,
,,chr13:59688000-59690000,,,
,,chr13:59719000-59721000,,,
,,chr13:59733000-59737000,,,
,,chr13:59744000-59745000,,,
,,chr13:59838000-59840000,,,
,,chr13:59848000-59850000,,,
,,chr13:60619000-60621000,,,
,,chr13:60636000-60639000,,,
,,chr13:62273000-62274000,,,
,,chr13:62897000-62898000,,,
,,chr13:63279000-63285000,,,
,,chr13:63537000-63539000,,,
,,chr13:63550000-63551000,,,
,,chr13:63910000-63911000,,,
,,chr13:63989000-63990000,,,
,,chr13:64030000-64032000,,,
,,chr13:64138000-64139000,,,
,,chr13:64163000-64164000,,,
,,chr13:64257000-64259000,,,
,,chr13:64285000-64286000,,,
,,chr13:64358000-64359000,,,
,,chr13:64473000-64474000,,,
,,chr13:64918000-64919000,,,
,,chr13:65190000-65192000,,,
,,chr13:65272000-65275000,,,
,,chr13:65326000-65327000,,,
,,chr13:67919000-67922000,,,
,,chr13:68026000-68028000,,,
,,chr13:68242000-68244000,,,
,,chr13:68329000-68331000,,,
,,chr13:68344000-68345000,,,
,,chr13:68362000-68363000,,,
,,chr13:72423000-72426000,,,
,,chr13:72588000-72589000,,,
,,chr13:73097000-73099000,,,
,,chr13:73104000-73107000,,,
,,chr13:73282000-73285000,,,
,,chr13:73626000-73627000,,,
,,chr13:73726000-73732000,,,
,,chr13:73734000-73735000,,,
,,chr13:73737000-73739000,,,
,,chr13:73811000-73815000,,,
,,chr13:74001000-74004000,,,
,,chr13:74092000-74095000,,,
,,chr13:74198000-74200000,,,
,,chr13:74228000-74235000,,,
,,chr13:74246000-74249000,,,
,,chr13:74312000-74314000,,,
,,chr13:74587000-74588000,,,
,,chr13:74725000-74727000,,,
,,chr13:74758000-74759000,,,
,,chr13:74865000-74866000,,,
,,chr13:74906000-74907000,,,
,,chr13:75057000-75058000,,,
,,chr13:75273000-75275000,,,
,,chr13:75555000-75557000,,,
,,chr13:76521000-76523000,,,
,,chr13:78674000-78675000,,,
,,chr13:82110000-82111000,,,
,,chr13:82121000-82122000,,,
,,chr13:83995000-83996000,,,
,,chr13:86527000-86528000,,,
,,chr13:90013000-90014000,,,
,,chr13:93231000-93233000,,,
,,chr13:93527000-93528000,,,
,,chr13:93895000-93896000,,,
,,chr13:94775000-94776000,,,
,,chr13:95164000-95165000,,,
,,chr13:95166000-95167000,,,
,,chr13:95274000-95276000,,,
,,chr13:95325000-95327000,,,
,,chr13:95696000-95698000,,,
,,chr13:95700000-95701000,,,
,,chr13:95747000-95748000,,,
,,chr13:95803000-95805000,,,
,,chr13:95807000-95809000,,,
,,chr13:95810000-95812000,,,
,,chr13:95969000-95970000,,,
,,chr13:95973000-95979000,,,
,,chr13:95983000-95987000,,,
,,chr13:96316000-96318000,,,
,,chr13:96323000-96325000,,,
,,chr13:96350000-96351000,,,
,,chr13:96436000-96438000,,,
,,chr13:96544000-96546000,,,
,,chr13:96614000-96615000,,,
,,chr13:96616000-96629000,,,
,,chr13:96632000-96634000,,,
,,chr13:96636000-96637000,,,
,,chr13:96704000-96706000,,,
,,chr13:97234000-97235000,,,
,,chr13:98107000-98109000,,,
,,chr13:98165000-98178000,,,
,,chr13:98184000-98187000,,,
,,chr13:98188000-98189000,,,
,,chr13:98296000-98299000,,,
,,chr13:98308000-98310000,,,
,,chr13:98340000-98342000,,,
,,chr13:98347000-98349000,,,
,,chr13:98359000-98363000,,,
,,chr13:98376000-98380000,,,
,,chr13:98381000-98387000,,,
,,chr13:98392000-98394000,,,
,,chr13:98395000-98400000,,,
,,chr13:98454000-98456000,,,
,,chr13:98532000-98538000,,,
,,chr13:98582000-98592000,,,
,,chr13:98593000-98594000,,,
,,chr13:98688000-98690000,,,
,,chr13:98919000-98922000,,,
,,chr13:99031000-99032000,,,
,,chr13:99116000-99118000,,,
,,chr13:99466000-99467000,,,
,,chr13:99491000-99492000,,,
,,chr13:99530000-99531000,,,
,,chr13:99603000-99606000,,,
,,chr13:99673000-99674000,,,
,,chr13:99795000-99796000,,,
,,chr13:100128000-100130000,,,
,,chr13:100138000-100141000,,,
,,chr13:100252000-100253000,,,
,,chr13:100616000-100618000,,,
,,chr13:101651000-101654000,,,
,,chr13:101712000-101713000,,,
,,chr13:101716000-101718000,,,
,,chr13:101769000-101771000,,,
,,chr13:101776000-101777000,,,
,,chr13:101778000-101779000,,,
,,chr13:101822000-101826000,,,
,,chr13:104009000-104011000,,,
,,chr13:104019000-104020000,,,
,,chr13:105652000-105653000,,,
,,chr13:105984000-105985000,,,
,,chr13:106564000-106566000,,,
,,chr13:108062000-108063000,,,
,,chr13:108154000-108156000,,,
,,chr13:108721000-108722000,,,
,,chr13:108765000-108766000,,,
,,chr13:109055000-109056000,,,
,,chr13:109075000-109077000,,,
,,chr13:109334000-109336000,,,
,,chr13:109418000-109419000,,,
,,chr13:110753000-110755000,,,
,,chr13:110806000-110808000,,,
,,chr13:111024000-111025000,,,
,,chr13:111139000-111142000,,,
,,chr13:112659000-112661000,,,
,,chr13:112674000-112675000,,,
,,chr13:112701000-112702000,,,
,,chr13:113098000-113102000,,,
,,chr13:113560000-113562000,,,
,,chr13:113583000-113585000,,,
,,chr13:113772000-113774000,,,
,,chr13:113856000-113857000,,,
,,chr13:113920000-113922000,,,
,,chr13:114107000-114111000,,,
,,chr13:114114000-114116000,,,
,,chr13:114119000-114120000,,,
,,chr13:114155000-114157000,,,
,,chr13:114413000-114415000,,,
,,chr13:114694000-114695000,,,
,,chr13:114720000-114729000,,,
,,chr13:114733000-114735000,,,
,,chr13:114856000-114858000,,,
,,chr13:114882000-114883000,,,
,,chr13:114936000-114939000,,,
,,chr13:114967000-114968000,,,
,,chr13:114972000-114975000,,,
,,chr13:114980000-114982000,,,
,,chr13:115001000-115002000,,,
,,chr13:115009000-115011000,,,
,,chr13:115145000-115147000,,,
,,chr13:116052000-116054000,,,
,,chr13:117425000-117427000,,,
,,chr13:117430000-117431000,,,
,,chr13:118339000-118344000,,,
,,chr13:118722000-118723000,,,
,,chr13:119833000-119835000,,,
,,chr14:6564000-6565000,,,
,,chr14:6581000-6583000,,,
,,chr14:6597000-6600000,,,
,,chr14:6638000-6639000,,,
,,chr14:6640000-6642000,,,
,,chr14:6745000-6747000,,,
,,chr14:6749000-6751000,,,
,,chr14:6793000-6794000,,,
,,chr14:6845000-6848000,,,
,,chr14:6931000-6932000,,,
,,chr14:6942000-6943000,,,
,,chr14:6967000-6968000,,,
,,chr14:7110000-7112000,,,
,,chr14:7459000-7461000,,,
,,chr14:9954000-9956000,,,
,,chr14:10354000-10358000,,,
,,chr14:10413000-10415000,,,
,,chr14:10495000-10497000,,,
,,chr14:11077000-11079000,,,
,,chr14:11136000-11141000,,,
,,chr14:11230000-11231000,,,
,,chr14:11344000-11345000,,,
,,chr14:11615000-11617000,,,
,,chr14:12726000-12727000,,,
,,chr14:13140000-13144000,,,
,,chr14:13496000-13497000,,,
,,chr14:14231000-14232000,,,
,,chr14:15036000-15037000,,,
,,chr14:15368000-15370000,,,
,,chr14:15965000-15966000,,,
,,chr14:17120000-17121000,,,
,,chr14:18540000-18544000,,,
,,chr14:18823000-18824000,,,
,,chr14:18872000-18875000,,,
,,chr14:18940000-18943000,,,
,,chr14:18953000-18954000,,,
,,chr14:18965000-18973000,,,
,,chr14:19005000-19012000,,,
,,chr14:19141000-19142000,,,
,,chr14:19240000-19241000,,,
,,chr14:19267000-19270000,,,
,,chr14:19525000-19526000,,,
,,chr14:19582000-19584000,,,
,,chr14:19625000-19626000,,,
,,chr14:19876000-19877000,,,
,,chr14:20269000-20278000,,,
,,chr14:20474000-20476000,,,
,,chr14:20635000-20643000,,,
,,chr14:20771000-20772000,,,
,,chr14:20773000-20774000,,,
,,chr14:20778000-20781000,,,
,,chr14:20782000-20783000,,,
,,chr14:20808000-20809000,,,
,,chr14:22973000-22978000,,,
,,chr14:23040000-23041000,,,
,,chr14:23086000-23087000,,,
,,chr14:23325000-23327000,,,
,,chr14:24407000-24408000,,,
,,chr14:24426000-24428000,,,
,,chr14:24440000-24442000,,,
,,chr14:24493000-24496000,,,
,,chr14:24498000-24500000,,,
,,chr14:24657000-24659000,,,
,,chr14:24674000-24678000,,,
,,chr14:24679000-24681000,,,
,,chr14:24688000-24690000,,,
,,chr14:24693000-24694000,,,
,,chr14:24700000-24703000,,,
,,chr14:25694000-25695000,,,
,,chr14:25804000-25805000,,,
,,chr14:25866000-25869000,,,
,,chr14:25894000-25900000,,,
,,chr14:25941000-25943000,,,
,,chr14:26162000-26164000,,,
,,chr14:26254000-26257000,,,
,,chr14:27336000-27338000,,,
,,chr14:27345000-27346000,,,
,,chr14:27349000-27350000,,,
,,chr14:28778000-28780000,,,
,,chr14:28837000-28839000,,,
,,chr14:28958000-28959000,,,
,,chr14:29183000-29184000,,,
,,chr14:29258000-29259000,,,
,,chr14:29358000-29361000,,,
,,chr14:29454000-29456000,,,
,,chr14:29543000-29545000,,,
,,chr14:29967000-29968000,,,
,,chr14:30005000-30007000,,,
,,chr14:30056000-30057000,,,
,,chr14:30098000-30100000,,,
,,chr14:30153000-30154000,,,
,,chr14:30659000-30660000,,,
,,chr14:30994000-30996000,,,
,,chr14:31146000-31148000,,,
,,chr14:31291000-31297000,,,
,,chr14:31426000-31430000,,,
,,chr14:31664000-31666000,,,
,,chr14:32043000-32044000,,,
,,chr14:32079000-32080000,,,
,,chr14:32148000-32154000,,,
,,chr14:32160000-32162000,,,
,,chr14:32180000-32181000,,,
,,chr14:32752000-32754000,,,
,,chr14:32784000-32786000,,,
,,chr14:33030000-33031000,,,
,,chr14:33048000-33050000,,,
,,chr14:33142000-33145000,,,
,,chr14:33181000-33189000,,,
,,chr14:33190000-33194000,,,
,,chr14:33203000-33211000,,,
,,chr14:33227000-33229000,,,
,,chr14:33370000-33371000,,,
,,chr14:33377000-33379000,,,
,,chr14:33384000-33385000,,,
,,chr14:33419000-33421000,,,
,,chr14:33436000-33437000,,,
,,chr14:33443000-33445000,,,
,,chr14:33486000-33492000,,,
,,chr14:33523000-33524000,,,
,,chr14:33597000-33604000,,,
,,chr14:33651000-33653000,,,
,,chr14:33725000-33726000,,,
,,chr14:38384000-38386000,,,
,,chr14:39801000-39804000,,,
,,chr14:39871000-39872000,,,
,,chr14:39921000-39923000,,,
,,chr14:43780000-43782000,,,
,,chr14:43910000-43912000,,,
,,chr14:44366000-44370000,,,
,,chr14:44472000-44475000,,,
,,chr14:45302000-45304000,,,
,,chr14:45307000-45314000,,,
,,chr14:45320000-45321000,,,
,,chr14:46008000-46010000,,,
,,chr14:46249000-46251000,,,
,,chr14:46286000-46288000,,,
,,chr14:46295000-46297000,,,
,,chr14:46341000-46345000,,,
,,chr14:46404000-46406000,,,
,,chr14:47178000-47179000,,,
,,chr14:47574000-47578000,,,
,,chr14:47583000-47585000,,,
,,chr14:47590000-47592000,,,
,,chr14:47595000-47598000,,,
,,chr14:47618000-47620000,,,
,,chr14:47673000-47676000,,,
,,chr14:48064000-48065000,,,
,,chr14:48094000-48095000,,,
,,chr14:49717000-49718000,,,
,,chr14:49724000-49728000,,,
,,chr14:49792000-49793000,,,
,,chr14:49818000-49820000,,,
,,chr14:49826000-49827000,,,
,,chr14:49860000-49862000,,,
,,chr14:50005000-50006000,,,
,,chr14:50013000-50014000,,,
,,chr14:50660000-50664000,,,
,,chr14:50833000-50837000,,,
,,chr14:50910000-50912000,,,
,,chr14:50918000-50920000,,,
,,chr14:50928000-50931000,,,
,,chr14:50940000-50942000,,,
,,chr14:50945000-50948000,,,
,,chr14:51041000-51043000,,,
,,chr14:51063000-51064000,,,
,,chr14:51235000-51237000,,,
,,chr14:52789000-52791000,,,
,,chr14:53187000-53190000,,,
,,chr14:53336000-53340000,,,
,,chr14:53360000-53373000,,,
,,chr14:53384000-53389000,,,
,,chr14:53433000-53435000,,,
,,chr14:53481000-53482000,,,
,,chr14:53508000-53510000,,,
,,chr14:53524000-53532000,,,
,,chr14:53549000-53552000,,,
,,chr14:53558000-53559000,,,
,,chr14:53579000-53581000,,,
,,chr14:53586000-53587000,,,
,,chr14:53595000-53601000,,,
,,chr14:53664000-53670000,,,
,,chr14:53879000-53881000,,,
,,chr14:53889000-53890000,,,
,,chr14:54001000-54004000,,,
,,chr14:54016000-54021000,,,
,,chr14:54025000-54041000,,,
,,chr14:54046000-54056000,,,
,,chr14:54059000-54061000,,,
,,chr14:54067000-54071000,,,
,,chr14:54115000-54116000,,,
,,chr14:54447000-54454000,,,
,,chr14:54474000-54476000,,,
,,chr14:54538000-54540000,,,
,,chr14:54555000-54560000,,,
,,chr14:54571000-54573000,,,
,,chr14:54659000-54660000,,,
,,chr14:54662000-54668000,,,
,,chr14:54673000-54675000,,,
,,chr14:54715000-54718000,,,
,,chr14:54721000-54723000,,,
,,chr14:54737000-54739000,,,
,,chr14:54740000-54744000,,,
,,chr14:54769000-54770000,,,
,,chr14:54776000-54790000,,,
,,chr14:54808000-54811000,,,
,,chr14:54816000-54818000,,,
,,chr14:54836000-54837000,,,
,,chr14:54854000-54855000,,,
,,chr14:55318000-55320000,,,
,,chr14:55356000-55358000,,,
,,chr14:55990000-55991000,,,
,,chr14:56011000-56013000,,,
,,chr14:56057000-56060000,,,
,,chr14:56087000-56088000,,,
,,chr14:56480000-56482000,,,
,,chr14:56483000-56486000,,,
,,chr14:56496000-56501000,,,
,,chr14:56514000-56515000,,,
,,chr14:56647000-56649000,,,
,,chr14:56653000-56655000,,,
,,chr14:56802000-56808000,,,
,,chr14:56816000-56817000,,,
,,chr14:57030000-57031000,,,
,,chr14:58324000-58326000,,,
,,chr14:58579000-58581000,,,
,,chr14:59040000-59042000,,,
,,chr14:59131000-59133000,,,
,,chr14:59588000-59591000,,,
,,chr14:59592000-59593000,,,
,,chr14:59645000-59647000,,,
,,chr14:59717000-59721000,,,
,,chr14:59736000-59738000,,,
,,chr14:60010000-60012000,,,
,,chr14:60092000-60093000,,,
,,chr14:60228000-60230000,,,
,,chr14:60271000-60272000,,,
,,chr14:60314000-60315000,,,
,,chr14:60552000-60558000,,,
,,chr14:60640000-60642000,,,
,,chr14:60643000-60644000,,,
,,chr14:61246000-61247000,,,
,,chr14:61541000-61542000,,,
,,chr14:62078000-62079000,,,
,,chr14:62118000-62122000,,,
,,chr14:62146000-62149000,,,
,,chr14:62194000-62196000,,,
,,chr14:62205000-62207000,,,
,,chr14:62209000-62211000,,,
,,chr14:62222000-62224000,,,
,,chr14:62390000-62391000,,,
,,chr14:62406000-62407000,,,
,,chr14:62451000-62464000,,,
,,chr14:62772000-62774000,,,
,,chr14:62895000-62899000,,,
,,chr14:63535000-63536000,,,
,,chr14:63541000-63552000,,,
,,chr14:63582000-63583000,,,
,,chr14:63587000-63588000,,,
,,chr14:64030000-64031000,,,
,,chr14:64124000-64128000,,,
,,chr14:64280000-64281000,,,
,,chr14:64286000-64287000,,,
,,chr14:64577000-64578000,,,
,,chr14:64580000-64581000,,,
,,chr14:64684000-64686000,,,
,,chr14:64907000-64909000,,,
,,chr14:64922000-64924000,,,
,,chr14:64962000-64964000,,,
,,chr14:65076000-65079000,,,
,,chr14:65129000-65130000,,,
,,chr14:65233000-65236000,,,
,,chr14:65334000-65336000,,,
,,chr14:65589000-65593000,,,
,,chr14:65864000-65867000,,,
,,chr14:66185000-66191000,,,
,,chr14:66840000-66845000,,,
,,chr14:66885000-66887000,,,
,,chr14:66989000-66991000,,,
,,chr14:67002000-67005000,,,
,,chr14:67037000-67039000,,,
,,chr14:68127000-68129000,,,
,,chr14:68144000-68145000,,,
,,chr14:68239000-68240000,,,
,,chr14:68344000-68346000,,,
,,chr14:68417000-68418000,,,
,,chr14:68502000-68505000,,,
,,chr14:68550000-68553000,,,
,,chr14:68724000-68732000,,,
,,chr14:68810000-68812000,,,
,,chr14:68814000-68816000,,,
,,chr14:68894000-68896000,,,
,,chr14:68910000-68913000,,,
,,chr14:68926000-68928000,,,
,,chr14:68940000-68944000,,,
,,chr14:68976000-68978000,,,
,,chr14:69049000-69052000,,,
,,chr14:69069000-69070000,,,
,,chr14:69076000-69077000,,,
,,chr14:69163000-69165000,,,
,,chr14:69192000-69193000,,,
,,chr14:69201000-69203000,,,
,,chr14:69243000-69244000,,,
,,chr14:69265000-69267000,,,
,,chr14:69289000-69291000,,,
,,chr14:69353000-69355000,,,
,,chr14:69357000-69365000,,,
,,chr14:69369000-69380000,,,
,,chr14:69382000-69384000,,,
,,chr14:69393000-69396000,,,
,,chr14:69509000-69512000,,,
,,chr14:69623000-69626000,,,
,,chr14:71267000-71268000,,,
,,chr14:74562000-74564000,,,
